"number"	"rank"	"title"	"studio"	"worldwide"	"domestic"	"overseas"	"release_year"	"genre"	"mpaa"	"theater"	"rating"	"genre1"	"genre2"	"ow"	"runt"	"weeks"	"director1"	"director2"	"star1"	"star2"	"per"	"budget"	"series"	"title1"	"rn"	"to_rating"	"sh"	"bb"
"382"	382	382	"What Lies Beneath"	"DW"	291.4	155.5	136	2000	"Horror"	"PG-13"	2925	6.6	"Horror"	""	29.7	130	28	"Robert Zemeckis"	""	"Michelle Pfeiffer"	"Katharine Towne"	"ss"	100	0	"whatliesbeneath"	0	0	0	1.55
"383"	383	383	"The Departed"	"WB"	289.8	132.4	157.5	2006	"Crime Drama"	"R"	NA	8.5	"Crime"	"Drama"	NA	150	NA	"Martin Scorsese"	""	"Leonardo DiCaprio"	"Matt Damon"	"ns"	90	0	"thedeparted"	263	80	0	1.47
"384"	384	384	"Shakespeare in Love"	"Mira."	289.3	100.3	189	1998	"Period Comedy"	"R"	NA	7.2	"Period"	"Comedy"	NA	123	NA	"John Madden"	""	"Geoffrey Rush"	"Tom Wilkinson"	"hs"	25	0	"shakespeareinlove"	130	81	0	4.01
"385"	385	385	"Fantastic Four: Rise of the Silver Surfer"	"Fox"	289	131.9	157.1	2007	"AA"	"PG"	3963	5.6	"AA"	""	58.1	89	18	"Tim Story"	""	"Ioan Gruffudd"	"Jessica Alba"	"ss"	130	1	"fantasticfour:riseofthesilversurfer"	0	0	4	1.01
"386"	386	386	"Divergent"	"LG/S"	288.9	150.9	137.9	2014	"AA"	"PG-13"	3936	6.8	"AA"	""	54.6	143	16	"Neil Burger"	""	"Shailene Woodley"	"Theo James"	"ns"	85	0	"divergent"	0	0	0	1.78
"387"	387	387	"Coming to America"	"Par."	288.8	128.2	160.6	1988	"Romantic Comedy"	"R"	NA	6.9	"Romantic"	"Comedy"	NA	116	NA	"John Landis"	""	"Eddie Murphy"	"Arsenio Hall"	"ss"	NA	0	"comingtoamerica"	0	0	0	NA
"388"	388	388	"The Bourne Supremacy"	"Uni."	288.5	176.2	112.3	2004	"Action Thriller"	"PG-13"	3304	7.8	"Action"	"Thriller"	NA	108	NA	"Paul Greengrass"	""	"Matt Damon"	"Franka Potente"	"ss"	75	0	"thebournesupremacy"	190	70	0	2.35
"389"	389	389	"Bridesmaids"	"Uni."	288.4	169.1	119.3	2011	"Comedy"	"R"	2958	6.8	"Comedy"	""	26.2	125	20	"Paul Feig"	""	"Kristen Wiig"	"Terry Crews"	"ns"	32.5	0	"bridesmaids"	265	79	0	5.2
"390"	390	390	"Sex and the City 2"	"WB (NL)"	288.3	95.3	193	2010	"Romantic Comedy"	"R"	3445	4.3	"Romantic"	"Comedy"	31	147	12.1	"Michael Patrick King"	""	"Sarah Jessica Parker"	"Kristin Davis"	"ss"	100	1	"sexandthecity2"	0	0	0	0.95
"391"	391	391	"Casper"	"Uni."	287.9	100.3	187.6	1995	"Family Comedy"	"PG"	NA	6	"Family"	"Comedy"	NA	101	NA	"Brad Silberling"	""	"Chauncey Leopardi"	"Spencer Vrooman"	"ss"	NA	0	"casper"	0	0	0	NA
"392"	392	392	"Bee Movie"	"P/DW"	287.6	126.6	161	2007	"Animation"	"PG"	NA	6.2	"Animation"	""	NA	90	NA	"Steve Hickner"	"Simon J. Smith"	"Jerry Seinfeld"	"Ren¨¦e Zellweger"	"ns"	150	0	"beemovie"	0	0	0	0.84
"393"	393	393	"American Pie 2"	"Uni."	287.6	145.1	142.5	2001	"Comedy"	"R"	3157	6.4	"Comedy"	""	45.1	104	19	"J.B. Rogers"	""	"Jason Biggs"	"Shannon Elizabeth"	"ss"	30	1	"americanpie2"	0	0	0	4.84
"394"	394	394	"Pitch Perfect 2"	"Uni."	287.5	184.3	103.2	2015	"Comedy"	"PG-13"	3660	6.5	"Comedy"	""	NA	115	NA	"Elizabeth Banks"	""	"Anna Kendrick"	"Rebel Wilson"	"ns"	29	1	"pitchperfect2"	0	0	0	6.36
"395"	395	395	"The Green Mile"	"WB"	286.8	136.8	150	1999	"Period Drama"	"R"	2875	8.5	"Period"	"Drama"	NA	188	NA	"Frank Darabont"	""	"Tom Hanks"	"David Morse"	"hs"	60	0	"thegreenmile"	132	69	0	2.28
"396"	396	396	"Oblivion"	"Uni."	286.2	89.1	197.1	2013	"Sci-Fi Adventure"	"PG-13"	3792	7	"Sci-Fi"	"Adventure"	37.1	125	10	"Joseph Kosinski"	""	"Tom Cruise"	"Morgan Freeman"	"ns"	120	0	"oblivion"	0	0	0	0.74
"397"	397	397	"Elysium"	"TriS"	286.1	93.1	193.1	2013	"Sci-Fi"	"R"	3284	6.6	"Sci-Fi"	""	29.8	109	15.4	"Neill Blomkamp"	""	"Matt Damon"	"Jodie Foster"	"ss"	115	0	"elysium"	0	0	0	0.81
"398"	398	398	"Lethal Weapon 4"	"WB"	285.4	130.4	155	1998	"Action Comedy"	"R"	3117	6.6	"Action"	"Comedy"	NA	127	NA	"Richard Donner"	""	"Mel Gibson"	"Danny Glover"	"ss"	140	1	"lethalweapon4"	66	40	0	0.93
"399"	399	399	"Wedding Crashers"	"NL"	285.2	209.3	75.9	2005	"Comedy"	"R"	3131	7	"Comedy"	""	33.9	113	23.3	"David Dobkin"	""	"Owen Wilson"	"Vince Vaughn"	"ss"	40	0	"weddingcrashers"	182	63	0	5.23
"400"	400	400	"John Carter"	"BV"	284.1	73.1	211.1	2012	"Sci-Fi Adventure"	"PG-13"	3749	6.6	"Sci-Fi"	"Adventure"	30.2	132	16	"Andrew Stanton"	""	"Taylor Kitsch"	"Lynn Collins"	"ns"	250	0	"johncarter"	0	0	0	0.29
"401"	401	401	"Turbo"	"Fox"	282.6	83	199.5	2013	"Animation"	"PG"	3809	6.5	"Animation"	""	21.3	96	21.3	"David Soren"	""	"Ryan Reynolds"	"Paul Giamatti"	"ss"	135	0	"turbo"	0	0	0	0.61
"402"	402	402	"Bridget Jones's Diary"	"Mira."	281.9	71.5	210.4	2001	"Romantic Comedy"	"R"	2547	6.7	"Romantic"	"Comedy"	NA	97	NA	"Sharon Maguire"	""	"Ren¨¦e Zellweger"	"Gemma Jones"	"ns"	25	0	"bridgetjones'sdiary"	154	70	0	2.86
"403"	403	403	"The Tourist"	"Sony"	278.3	67.6	210.7	2010	"Romantic Thriller"	"PG-13"	2756	6	"Romantic"	"Thriller"	NA	103	NA	"Florian Henckel von Donnersmarck"	""	"Johnny Depp"	"Angelina Jolie"	"hs"	100	0	"thetourist"	0	0	0	0.68
"404"	404	404	"Scary Movie"	"Mira."	278	157	121	2000	"Horror Comedy"	"R"	3301	7.2	"Horror"	"Comedy"	NA	88	NA	"Wes Craven"	""	"Drew Barrymore"	"Roger Jackson"	"ss"	19	0	"scarymovie"	0	0	0	8.26
"405"	405	405	"XXX"	"SonR"	277.4	142.1	135.3	2002	"Action"	"PG-13"	3536	5.8	"Action"	""	44.5	113	21.4	"Rob Cohen"	""	"Vin Diesel"	"Asia Argento"	"ss"	70	0	"xxx"	0	0	0	2.03
"406"	406	406	"The Bourne Legacy"	"Uni."	276.1	113.2	162.9	2012	"Action"	"PG-13"	3753	6.7	"Action"	""	38.1	135	13	"Tony Gilroy"	""	"Jeremy Renner"	"Scott Glenn"	"ss"	125	0	"thebournelegacy"	0	0	0	0.91
"407"	407	407	"Mr. Peabody & Sherman"	"Fox"	275.7	111.5	164.2	2014	"Animation"	"PG"	NA	6.9	"Animation"	""	NA	90	NA	"Rob Minkoff"	""	"Ty Burrell"	"Max Charles"	"ns"	145	0	"mr.peabody&sherman"	0	0	0	0.77
"408"	408	408	"Scooby-Doo"	"WB"	275.7	153.3	122.4	2002	"Family Adventure"	"PG"	3447	4.9	"Family"	"Adventure"	54.2	86	20	"Raja Gosnell"	""	"Freddie Prinze Jr."	"Sarah Michelle Gellar"	"ss"	84	0	"scoobydoo"	0	0	0	1.83
"409"	409	409	"Lincoln"	"BV"	275.3	182.2	93.1	2012	"Historical Drama"	"PG-13"	NA	7.4	"Historical"	"Drama"	NA	145	NA	"Steven Spielberg"	""	"Daniel Day-Lewis"	"Sally Field"	"ns"	65	0	"lincoln"	166	72	0	2.8
"410"	410	410	"Spirited Away"	"BV"	274.9	10.1	264.9	2002	"Animation"	"PG"	NA	8.6	"Animation"	""	NA	124	NA	"Hayao Miyazaki"	""	"Rumi Hiiragi"	"Miyu Irino"	"ns"	NA	0	"spiritedaway"	179	86	0	NA
"411"	411	411	"Lara Croft: Tomb Raider"	"Par."	274.7	131.2	143.5	2001	"AA"	"PG-13"	NA	5.7	"AA"	""	NA	100	NA	"Simon West"	""	"Angelina Jolie"	"Jon Voight"	"ss"	115	1	"laracroft:tombraider"	0	0	0	1.14
"412"	412	412	"The Expendables"	"LGF"	274.5	103.1	171.4	2010	"Action"	"R"	3398	6.5	"Action"	""	34.8	103	10	"Sylvester Stallone"	""	"Sylvester Stallone"	"Jason Statham"	"ss"	80	0	"theexpendables"	0	0	0	1.29
"413"	413	413	"Cloudy with a Chance of Meatballs 2"	"Sony"	274.3	119.8	154.5	2013	"Animation"	"PG"	4001	6.5	"Animation"	""	34	95	24.4	"Cody Cameron"	"Kris Pearn"	"Bill Hader"	"Anna Faris"	"ns"	78	1	"cloudywithachanceofmeatballs2"	0	0	0	1.54
"414"	414	414	"The Nutty Professor"	"Uni."	274	128.8	145.1	1996	"Comedy"	"PG-13"	NA	5.6	"Comedy"	""	NA	103	NA	"Tom Shadyac"	""	"Eddie Murphy"	"Jada Pinkett Smith"	"ss"	54	0	"thenuttyprofessor"	55	52	0	2.39
"415"	415	415	"Jerry Maguire"	"Sony"	273.6	154	119.6	1996	"Comedy / Drama"	"R"	NA	7.3	"Comedy"	"Drama"	NA	138	NA	"Cameron Crowe"	""	"Tom Cruise"	"Cuba Gooding Jr."	"hs"	50	0	"jerrymaguire"	59	74	0	3.08
"416"	416	416	"Bad Boys II"	"Sony"	273.3	138.6	134.7	2003	"Action Comedy"	"R"	3202	6.6	"Action"	"Comedy"	46.5	147	18	"Michael Bay"	""	"Martin Lawrence"	"Will Smith"	"ss"	130	0	"badboysii"	0	0	0	1.07
"417"	417	417	"Lilo & Stitch"	"BV"	273.1	145.8	127.3	2002	"Animation"	"PG"	NA	7.2	"Animation"	""	NA	85	NA	"Dean DeBlois"	"Chris Sanders"	"Daveigh Chase"	"Chris Sanders"	"ss"	80	0	"lilo&stitch"	145	75	0	1.82
"418"	418	418	"The Silence of the Lambs"	"Orion"	272.7	130.7	142	1991	"Thriller"	"R"	NA	8.6	"Thriller"	""	NA	118	NA	"Jonathan Demme"	""	"Jodie Foster"	"Lawrence A. Bonney"	"ns"	19	0	"thesilenceofthelambs"	73	84	0	6.88
"419"	419	419	"Grown Ups"	"Sony"	271.4	162	109.4	2010	"Comedy"	"PG-13"	3534	6	"Comedy"	""	40.5	102	18	"Dennis Dugan"	""	"Adam Sandler"	"Kevin James"	"ss"	80	0	"grownups"	0	0	0	2.02
"420"	420	420	"Neighbors"	"Uni."	270.7	150.2	120.5	2014	"Comedy"	"R"	3311	6.4	"Comedy"	""	NA	96	NA	"Nicholas Stoller"	""	"Seth Rogen"	"Rose Byrne"	"ns"	18	0	"neighbors"	57	65	0	8.34
"421"	421	421	"The Firm"	"Par."	270.2	158.3	111.9	1993	"Thriller"	"R"	NA	6.8	"Thriller"	""	NA	154	NA	"Sydney Pollack"	""	"Tom Cruise"	"Jeanne Tripplehorn"	"ss"	NA	0	"thefirm"	52	63	0	NA
"422"	422	422	"We're the Millers"	"WB (NL)"	270	150.4	119.6	2013	"Comedy"	"R"	3445	7	"Comedy"	""	26.4	110	17.3	"Rawson Marshall Thurber"	""	"Jennifer Aniston"	"Jason Sudeikis"	"ss"	37	0	"we'rethemillers"	0	0	0	4.06
"423"	423	423	"Gran Torino"	"WB"	270	148.1	121.9	2008	"Action Drama"	"R"	NA	8.2	"Action"	"Drama"	NA	116	NA	"Clint Eastwood"	""	"Clint Eastwood"	"Christopher Carley"	"hs"	33	0	"grantorino"	224	67	0	4.49
"424"	424	424	"10000 B.C."	"WB"	269.8	94.8	175	2008	"Period Adventure"	"PG-13"	3454	5.1	"Period"	"Adventure"	35.9	109	15	"Roland Emmerich"	""	"Steven Strait"	"Camilla Belle"	"ns"	105	0	"10000b.c."	0	0	0	0.9
"425"	425	425	"Epic"	"Fox"	268.4	107.5	160.9	2013	"Animation"	"PG"	3894	6.7	"Animation"	""	33.5	102	17	"Chris Wedge"	""	"Blake Anderson"	"Aziz Ansari"	"ss"	100	0	"epic"	110	81	0	1.07
"426"	426	426	"Exodus: Gods and Kings"	"Fox"	268.2	65	203.2	2014	"Drama"	"PG-13"	3503	6.1	"Drama"	""	24.1	150	11	"Ridley Scott"	""	"Christian Bale"	"Joel Edgerton"	"hs"	140	1	"exodus:godsandkings"	0	0	0	0.46
"427"	427	427	"Bambi"	"RKO"	267.4	102.2	165.2	1942	"Animation"	"G"	NA	7.4	"Animation"	""	NA	69	NA	"James Algar"	"Samuel Armstrong"	"Hardie Albright"	"Stan Alexander"	"ss"	NA	0	"bambi"	0	0	0	NA
"428"	428	428	"The Princess and the Frog"	"BV"	267	104.4	162.6	2009	"Animation"	"G"	NA	7.2	"Animation"	""	NA	95	NA	"Ron Clements"	"John Musker"	"Anika Noni Rose"	"Bruno Campos"	"hs"	105	0	"theprincessandthefrog"	185	73	0	0.99
"429"	429	429	"Batman Returns"	"WB"	266.8	162.8	104	1992	"AA"	"PG-13"	2644	7	"AA"	""	45.7	126	18	"Tim Burton"	""	"Michael Keaton"	"Danny DeVito"	"ss"	80	0	"batmanreturns"	70	69	2	2.04
"430"	430	430	"Something's Gotta Give"	"Sony"	266.7	124.7	142	2003	"Romantic Comedy"	"PG-13"	2876	6.7	"Romantic"	"Comedy"	16.1	128	18	"Nancy Meyers"	""	"Jack Nicholson"	"Diane Keaton"	"hs"	80	0	"something'sgottagive"	0	0	0	1.56
"431"	431	431	"Indecent Proposal"	"Par."	266.6	106.6	160	1993	"Romance"	"R"	NA	5.8	"Romance"	""	NA	116	NA	"Adrian Lyne"	""	"Robert Redford"	"Demi Moore"	"ns"	NA	0	"indecentproposal"	0	0	0	NA
"432"	432	432	"American Gangster"	"Uni."	266.5	130.2	136.3	2007	"Crime Drama"	"R"	3110	7.8	"Crime"	"Drama"	43.6	160	13	"Ridley Scott"	""	"Denzel Washington"	"Russell Crowe"	"ns"	100	0	"americangangster"	209	69	0	1.3
"433"	433	433	"Waterworld"	"Uni."	264.2	88.2	176	1995	"Sci-Fi Adventure"	"PG-13"	2420	6.1	"Sci-Fi"	"Adventure"	NA	136	NA	"Kevin Reynolds"	""	"Kevin Costner"	"Chaim Jeraffi"	"ss"	175	0	"waterworld"	50	31	0	0.5
"434"	434	434	"The Truman Show"	"Par."	264.1	125.6	138.5	1998	"Comedy / Drama"	"PG"	NA	8.1	"Comedy"	"Drama"	NA	103	NA	"Peter Weir"	""	"Jim Carrey"	"Laura Linney"	"ss"	NA	0	"thetrumanshow"	125	83	0	NA
"435"	435	435	"Charlie's Angels"	"Sony"	264.1	125.3	138.8	2000	"Action Comedy"	"PG-13"	3037	5.5	"Action"	"Comedy"	NA	98	NA	"McG"	""	"Cameron Diaz"	"Drew Barrymore"	"ns"	93	0	"charlie'sangels"	141	55	0	1.35
"436"	436	436	"The Fifth Element"	"Sony"	263.9	63.8	200.1	1997	"Sci-Fi Action"	"PG-13"	NA	7.6	"Sci-Fi"	"Action"	NA	126	NA	"Luc Besson"	""	"Bruce Willis"	"Gary Oldman"	"ns"	NA	0	"thefifthelement"	59	59	0	NA
"437"	437	437	"The Incredible Hulk"	"Uni."	263.4	134.8	128.6	2008	"AA"	"PG-13"	3508	6.8	"AA"	""	NA	114	NA	"Louis Leterrier"	""	"Edward Norton"	"Liv Tyler"	"ss"	150	0	"theincrediblehulk"	0	0	0	0.9
"438"	438	438	"Jumanji"	"Sony"	262.8	100.5	162.3	1995	"Family Adventure"	"PG"	2530	6.9	"Family"	"Adventure"	NA	104	NA	"Joe Johnston"	""	"Robin Williams"	"Jonathan Hyde"	"hs"	65	0	"jumanji"	0	0	0	1.55
"439"	439	439	"Bridget Jones: The Edge of Reason"	"Uni."	262.5	40.2	222.3	2004	"Romantic Comedy"	"R"	NA	5.9	"Romantic"	"Comedy"	NA	108	NA	"Beeban Kidron"	""	"Ren¨¦e Zellweger"	"Gemma Jones"	"ns"	40	1	"bridgetjones:theedgeofreason"	0	0	0	1.01
"440"	440	440	"Knight & Day"	"Fox"	261.9	76.4	185.5	2010	"Comedy"	"PG-13"	3104	6.3	"Comedy"	""	20.1	130	15.3	"James Mangold"	""	"Tom Cruise"	"Cameron Diaz"	"ss"	117	0	"knight&day"	0	0	0	0.65
"441"	441	441	"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan"	"Fox"	261.6	128.5	133.1	2006	"Comedy"	"R"	2611	7.3	"Comedy"	""	26.5	84	21	"Larry Charles"	""	"Sacha Baron Cohen"	"Ken Davitian"	"ns"	18	1	"borat:culturallearningsofamericaformakebenefitgloriousnationofkazakhstan"	212	81	0	7.14
"442"	442	442	"Total Recall"	"Sony"	261.3	119.4	141.9	1990	"Sci-Fi Action"	"R"	NA	7.5	"Sci-Fi"	"Action"	NA	113	NA	"Paul Verhoeven"	""	"Arnold Schwarzenegger"	"Rachel Ticotin"	"ss"	65	0	"totalrecall"	52	74	0	1.84
"443"	443	443	"Michael Jackson's This Is It"	"Sony"	261.2	72.1	189.1	2009	"Concert"	"PG"	NA	7.3	"Concert"	""	NA	121	NA	"Kenny Ortega"	""	"Michael Jackson"	"Rachel Ticotin"	"ns"	NA	0	"michaeljackson'sthisisit"	179	70	0	NA
"444"	444	444	"Robots"	"Fox"	260.7	128.2	132.5	2005	"Animation"	"PG"	3776	6.3	"Animation"	""	36	90	26	"Chris Wedge"	"Carlos Saldanha"	"Paula Abdul"	"Halle Berry"	"ns"	75	0	"robots"	0	0	0	1.71
"445"	445	445	"The Lone Ranger"	"BV"	260.5	89.3	171.2	2013	"Western"	"PG-13"	3904	6.5	"Western"	""	29.2	149	14.3	"Gore Verbinski"	""	"Johnny Depp"	"Armie Hammer"	"ss"	215	0	"theloneranger"	0	0	0	0.42
"446"	446	446	"Super 8"	"Par."	260.1	127	133.1	2011	"Sci-Fi"	"PG-13"	3424	7.1	"Sci-Fi"	""	35.5	112	16	"J.J. Abrams"	""	"Joel Courtney"	"Jessica Tuck"	"ss"	50	0	"super8"	269	71	0	2.54
"447"	447	447	"Paddington"	"W/Dim."	259.6	76.3	183.3	2015	"Family"	"PG"	3355	7.2	"Family"	""	NA	95	NA	"Paul King"	""	"Tim Downie"	"Madeleine Worrall"	"ns"	55	0	"paddington"	133	87	0	1.39
"448"	448	448	"Charlie's Angels: Full Throttle"	"Sony"	259.2	100.8	158.3	2003	"Action Comedy"	"PG-13"	3485	4.8	"Action"	"Comedy"	NA	105	NA	"McG"	""	"Cameron Diaz"	"Drew Barrymore"	"ss"	120	1	"charlie'sangels:fullthrottle"	0	0	0	0.84
"449"	449	449	"Rush Hour 3"	"NL"	258	140.1	117.9	2007	"Action Comedy"	"PG-13"	3778	6.2	"Action"	"Comedy"	49.1	90	14	"Brett Ratner"	""	"Chris Tucker"	"Jackie Chan"	"ss"	140	1	"rushhour3"	0	0	0	1
"450"	450	450	"The Full Monty"	"FoxS"	257.9	46	212	1997	"Comedy"	"R"	NA	7.2	"Comedy"	""	NA	91	NA	"Peter Cattaneo"	""	"Robert Carlyle"	"Mark Addy"	"ss"	3.5	0	"thefullmonty"	44	84	0	13.14
"451"	451	451	"Annabelle"	"WB (NL)"	256.9	84.3	172.6	2014	"Horror"	"R"	3215	5.4	"Horror"	""	37.1	95	11	"John R. Leonetti"	""	"Annabelle Wallis"	"Ward Horton"	"ns"	6.5	0	"annabelle"	0	0	0	12.97
"452"	452	452	"The Village"	"BV"	256.7	114.2	142.5	2004	"Period Horror"	"PG-13"	3733	6.5	"Period"	"Horror"	50.7	108	18	"M. Night Shyamalan"	""	"Bryce Dallas Howard"	"Joaquin Phoenix"	"ss"	60	0	"thevillage"	0	0	0	1.9
"453"	453	453	"Erin Brockovich"	"Uni."	256.3	125.6	130.7	2000	"Drama"	"R"	3070	7.3	"Drama"	""	NA	130	NA	"Steven Soderbergh"	""	"Julia Roberts"	"David Brisbin"	"ns"	52	0	"erinbrockovich"	143	73	0	2.42
"454"	454	454	"Cliffhanger"	"TriS"	255	84	171	1993	"Action Thriller"	"R"	NA	6.4	"Action"	"Thriller"	NA	113	NA	"Renny Harlin"	""	"Sylvester Stallone"	"John Lithgow"	"ss"	70	0	"cliffhanger"	49	57	0	1.2
"455"	455	455	"Babe"	"Uni."	254.1	63.7	190.5	1995	"Family"	"G"	NA	6.8	"Family"	""	NA	92	NA	"Chris Noonan"	""	"Christine Cavanaugh"	"Miriam Margolyes"	"ss"	NA	0	"babe"	70	86	0	NA
"456"	456	456	"Wild Hogs"	"BV"	253.6	168.3	85.4	2007	"Comedy"	"PG-13"	3401	5.9	"Comedy"	""	39.7	99	22	"Walt Becker"	""	"Tim Allen"	"John Travolta"	"ns"	NA	0	"wildhogs"	0	0	0	NA
"457"	457	457	"High School Musical 3: Senior Year"	"BV"	252.9	90.6	162.3	2008	"Musical"	"G"	3626	4.4	"Musical"	""	42	100	15	"Kenny Ortega"	""	"Zac Efron"	"Vanessa Hudgens"	"ns"	11	1	"highschoolmusical3:senioryear"	0	0	0	8.24
"458"	458	458	"Hercules"	"BV"	252.7	99.1	153.6	1997	"Animation"	"G"	NA	7.2	"Animation"	""	NA	92	NA	"Ron Clements"	"John Musker"	"Tate Donovan"	"Josh Keaton"	"ss"	85	0	"hercules"	52	72	0	1.17
"459"	459	459	"True Grit"	"Par."	252.3	171.2	81	2010	"Western"	"PG-13"	3464	7.7	"Western"	""	NA	110	NA	"Ethan Coen"	"Joel Coen"	"Jeff Bridges"	"Hailee Steinfeld"	"hs"	38	0	"truegrit"	261	85	0	4.51
"460"	460	460	"Bean"	"Gram."	251.2	45.3	205.9	1997	"Comedy"	"PG-13"	NA	6.3	"Comedy"	""	NA	90	NA	"Mel Smith"	""	"Rowan Atkinson"	"Peter MacNicol"	"ns"	18	0	"bean"	59	86	0	2.52
"461"	461	461	"American Hustle"	"Sony"	251.2	150.1	101.1	2013	"Drama"	"R"	NA	7.3	"Drama"	""	NA	138	NA	"David O. Russell"	""	"Christian Bale"	"Bradley Cooper"	"hs"	40	0	"americanhustle"	251	82	0	3.75
"462"	462	462	"You've Got Mail"	"WB"	250.8	115.8	135	1998	"Romantic Comedy"	"PG"	2948	6.5	"Romantic"	"Comedy"	NA	119	NA	"Nora Ephron"	""	"Tom Hanks"	"Meg Ryan"	"hs"	65	0	"you'vegotmail"	83	57	0	1.78
"463"	463	463	"Enemy of the State"	"BV"	250.6	111.5	139.1	1998	"Action Thriller"	"R"	NA	7.3	"Action"	"Thriller"	NA	131	NA	"Tony Scott"	""	"Will Smith"	"Gene Hackman"	"hs"	90	0	"enemyofthestate"	84	59	0	1.24
"464"	464	464	"Brother Bear"	"BV"	250.4	85.3	165.1	2003	"Animation"	"G"	NA	6.8	"Animation"	""	NA	85	NA	"Aaron Blaise"	"Robert Walker"	"Joaquin Phoenix"	"Jeremy Suarez"	"ns"	NA	0	"brotherbear"	0	0	0	NA
"465"	465	465	"The Mask of Zorro"	"Sony"	250.3	94.1	156.2	1998	"Period Adventure"	"PG-13"	2515	6.7	"Period"	"Adventure"	NA	137	NA	"Martin Campbell"	""	"Jos¨¦ Mar¨ªa de Tavira"	"Diego Sieres"	"ss"	95	0	"themaskofzorro"	69	72	0	0.99
"466"	466	466	"Eragon"	"Fox"	249.5	75	174.5	2006	"Fantasy"	"PG"	3030	5.1	"Fantasy"	""	23.2	99	17	"Stefen Fangmeier"	""	"Ed Speleers"	"Jeremy Irons"	"hs"	100	0	"eragon"	0	0	0	0.75
"467"	467	467	"The Ring"	"DW"	249.3	129.1	120.2	2002	"Horror"	"PG-13"	2927	7.1	"Horror"	""	NA	109	NA	"Gore Verbinski"	""	"Naomi Watts"	"Martin Henderson"	"ns"	48	0	"thering"	225	80	0	2.69
"468"	468	468	"The Blair Witch Project"	"Art."	248.6	140.5	108.1	1999	"Horror"	"R"	NA	6.4	"Horror"	""	NA	86	NA	"Daniel Myrick"	"Eduardo S¨¢nchez"	"Heather Donahue"	"Joshua Leonard"	"ss"	60	0	"theblairwitchproject"	155	75	0	2.34
"469"	469	469	"Unbreakable"	"BV"	248.1	95	153.1	2000	"Thriller"	"PG-13"	2708	7.2	"Thriller"	""	NA	106	NA	"M. Night Shyamalan"	""	"Bruce Willis"	"Samuel L. Jackson"	"hs"	75	0	"unbreakable"	161	56	0	1.27
"470"	470	470	"Dumb and Dumber"	"NL"	247.3	127.2	120.1	1994	"Comedy"	"PG-13"	NA	7.3	"Comedy"	""	NA	101	NA	"Peter Farrelly"	"Bobby Farrelly"	"Jim Carrey"	"Jeff Daniels"	"hs"	17	0	"dumbanddumber"	50	54	0	7.48
"471"	471	471	"Grown Ups 2"	"Sony"	247	133.7	113.3	2013	"Comedy"	"PG-13"	3491	5.4	"Comedy"	""	41.5	101	18.4	"Dennis Dugan"	""	"Adam Sandler"	"Kevin James"	"ss"	80	1	"grownups2"	0	0	0	1.67
"472"	472	472	"Love Actually"	"Uni."	246.9	59.7	187.2	2003	"Romantic Comedy"	"R"	NA	7.7	"Romantic"	"Comedy"	NA	128	NA	"Richard Curtis"	""	"Bill Nighy"	"Gregor Fisher"	"ns"	40	0	"loveactually"	0	0	0	1.49
"473"	473	473	"Rango"	"Par."	245.7	123.5	122.2	2011	"Animation"	"PG"	3923	7.2	"Animation"	""	NA	107	NA	"Gore Verbinski"	""	"Johnny Depp"	"Isla Fisher"	"ns"	135	0	"rango"	213	76	0	0.91
"474"	474	474	"Four Weddings and a Funeral"	"Gram."	245.7	52.7	193	1994	"Romantic Comedy"	"R"	NA	7.1	"Romantic"	"Comedy"	NA	118	NA	"Mike Newell"	""	"Hugh Grant"	"James Fleet"	"ns"	4.4	0	"fourweddingsandafuneral"	63	84	0	11.98
"475"	475	475	"Face/Off"	"Par."	245.7	112.3	133.4	1997	"Action"	"R"	2851	7.3	"Action"	""	NA	138	NA	"John Woo"	""	"John Travolta"	"Nicolas Cage"	"ss"	80	0	"face/off"	83	81	0	1.4
"476"	476	476	"The Peanuts Movie"	"Fox"	245.7	130.1	115.5	2015	"Animation"	"G"	NA	7.3	"Animation"	""	NA	93	NA	"Steve Martino"	""	"Trombone Shorty"	"Rebecca Bloom"	"ns"	99	0	"thepeanutsmovie"	155	76	0	1.31
"477"	477	477	"Dark Shadows"	"WB"	245.5	79.7	165.8	2012	"Horror Comedy"	"PG-13"	3755	8.1	"Horror"	"Comedy"	29.7	113	14	"Dan Curtis"	""	"Jonathan Frid"	"Grayson Hall"	"ns"	150	0	"darkshadows"	0	0	0	0.53
"478"	478	478	"Hulk"	"Uni."	245.4	132.2	113.2	2003	"AA"	"PG-13"	3674	5.7	"AA"	""	62.1	135	17	"Ang Lee"	""	"Eric Bana"	"Jennifer Connelly"	"ss"	137	0	"hulk"	0	0	0	0.96
"479"	479	479	"Bienvenue chez les Ch'tis"	NA	245.1	NA	245.1	2008	"Comedy"	"None"	NA	7.1	"Comedy"	"Budget: N/A"	NA	NA	NA	"Dany Boon"	""	"Kad Merad"	"Dany Boon"	NA	NA	0	"bienvenuechezlesch'tis"	0	0	0	NA
"480"	480	480	"The Godfather"	"Par."	245.1	135	110.1	1972	"Crime Drama"	"R"	NA	9.2	"Crime"	"Drama"	NA	175	NA	"Francis Ford Coppola"	""	"Marlon Brando"	"Al Pacino"	"ns"	6	0	"thegodfather"	57	55	0	22.5
