"adjusted" "studio" "release_year" "genre" "mpaa" "theater" "rating" "runt" "per" "sh" "shb" "series" "rn" "to_rating" "bb" "adjusted.1" "adbudget" "adow" "dir_win" "dir_nomi" "st1_win" "st1_nomi" "st2_win" "st2_nomi" "genre1"
"475" 212.86 "Par." 1997 "Action" "R" 2851 7.3 138 "ss" 0 0 0 83 81 1.4 212.86 151.63 NA 18 15 40 49 40 60 "Action"
"476" 134.27 "Fox" 2015 "Animation" "G" NA 7.3 93 "ns" 0 0 0 155 76 1.31 134.27 102.17 NA 22 39 NA NA NA NA "Animation"
"477" 87.11 "WB" 2012 "Horror Comedy" "PG-13" 3755 8.1 113 "ns" 0 0 0 NA NA 0.53 87.11 163.94 32.46 6 6 0 1 0 2 "Horror"
"478" 190.74 "Uni." 2003 "AA" "PG-13" 3674 5.7 135 "ss" 6 1 0 NA NA 0.96 190.74 197.66 89.6 96 90 9 12 15 25 "AA"
"479" NA NA 2008 "Comedy" "None" NA 7.1 NA NA 0 0 0 NA NA NA NA NA NA 4 7 1 2 4 7 "Comedy"
"480" 690.88 "Par." 1972 "Crime Drama" "R" NA 9.2 175 "ns" 0 0 0 57 55 22.5 690.88 30.71 NA 49 47 30 32 43 63 "Crime"
"481" 77.42 "Par." 2014 "AA" "PG-13" 3595 7.2 98 "ss" 0 0 0 52 72 0.73 77.42 106.49 31.73 7 8 5 8 2 13 "AA"
"482" 180.38 "Uni." 1990 "Western" "PG" NA 7.4 118 "ss" 0 0 1 43 62 2.19 180.38 82.27 NA 33 33 29 55 30 16 "Western"
"483" 261.93 "NL" 1998 "Action Comedy" "PG-13" NA 6.9 97 "ns" 0 0 0 70 48 4.28 261.93 61.22 NA 3 4 2 2 36 44 "Action"
"484" 64.74 "Sony" 2013 "Sci-Fi" "PG-13" 3401 4.9 100 "ss" 0 0 0 NA NA 0.47 64.74 139.11 29.43 12 36 8 19 56 106 "Sci-Fi"
"485" 81.22 "Sony" 2015 "Action Comedy" "PG-13" 3723 5.7 105 "ss" 0 0 0 NA NA 0.89 81.22 90.82 24.77 6 18 50 68 1 13 "Action"
"486" 296.22 "Col." 1992 "Drama / Thriller" "R" NA 7.6 138 "hs" 0 0 0 57 70 3.53 296.22 83.86 NA 22 27 39 76 84 95 "Drama"
"487" 144.88 "Sony" 2009 "Animation" "PG" NA 7 81 "ns" 0 0 0 139 76 1.25 144.88 116 NA 11 12 3 15 1 18 "Animation"
"488" 174.9 "Uni." 2002 "Music Drama" "R" 2585 7 118 "ns" 0 0 0 206 64 2.85 174.9 61.39 76.67 49 26 30 50 10 24 "Music"
"489" 173.52 "Fox" 2008 "Comedy" "PG" 3505 7.1 120 "hs" 0 0 0 NA NA NA 173.52 NA 44.11 7 6 14 45 33 73 "Comedy"
"490" 62.4 "Sony" 2014 "Sci-Fi Action" "PG-13" 3372 5.7 108 "ns" 0 0 0 NA NA 0.59 62.4 106.49 23.11 5 2 NA NA 0 8 "Sci-Fi"
"491" 199.39 "WB" 1996 "Action" "R" NA 6.1 115 "ss" 0 0 0 45 24 1.01 199.39 196.83 NA 1 5 23 31 6 18 "Action"
"492" 123.23 "WB (NL)" 2008 "Adventure" "PG" 2830 5.8 92 "ss" 0 0 0 NA NA 1.7 123.23 72.7 25.45 1 11 8 10 16 20 "Adventure"
"493" 46.23 "SGem" 2012 "Action Horror" "R" 3016 5.4 95 "ns" 0 0 1 NA NA 0.65 46.23 71.04 23.06 2 2 3 16 0 2 "Action"
"494" 241.67 "Fox" 1990 "Action Thriller" "R" 2507 7.1 124 "ss" 0 0 1 NA NA 1.68 241.67 143.97 NA 3 12 21 37 2 5 "Action"
"495" 231.36 "Par." 1988 "Adventure Comedy" "PG" NA 5.5 110 "ss" 0 0 0 NA NA NA 231.36 NA NA 0 3 3 16 0 1 "Adventure"
"496" 96.63 "BV" 2013 "Animation" "PG" 3716 5.8 92 "ss" 0 0 0 NA NA 1.81 96.63 53.51 23.76 0 2 3 4 6 8 "Animation"
"497" 203.38 "WB" 1997 "AA" "PG-13" 2942 3.7 125 "ss" 2 1 0 NA NA 0.86 203.38 236.93 NA 9 8 23 31 87 193 "AA"
"498" 182.5 "SonR" 2006 "Fantasy Comedy" "PG-13" 3764 6.4 97 "ss" 0 0 0 NA NA 1.67 182.5 109.58 NA NA NA 50 68 5 21 "Fantasy"
"499" 47.19 "Fox" 2010 "Adventure Comedy" "PG" 3089 4.9 85 "hs" 0 0 0 NA NA 0.38 47.19 123.5 6.95 0 2 8 43 7 27 "Adventure"
"500" 163.99 "BV" 2000 "Action" "PG-13" 3089 6.5 117 "ss" 0 0 0 NA NA 1.13 163.99 145.27 NA 3 1 40 60 4 21 "Action"
"501" 367.51 "Par." 1977 "Music Drama" "R" NA 6.8 118 "hs" 0 0 0 NA NA NA 367.51 NA NA 3 7 40 49 NA NA "Music"
"502" 144.38 "Wein." 2012 "Comedy" "R" NA 7.8 122 "ns" 0 0 0 228 81 6.29 144.38 22.95 NA 42 99 29 65 106 157 "Comedy"
"503" 183.52 "Uni." 2003 "Action" "PG-13" 3418 5.8 101 "ss" 0 0 0 NA NA 1.67 183.52 109.65 72.86 11 18 7 11 2 15 "Action"
"504" 120.82 "WB" 2001 "Sci-Fi" "PG-13" NA 7.1 145 "ss" 0 0 0 190 61 0.79 120.82 153.71 NA 175 168 25 28 7 15 "Sci-Fi"
"505" 210.16 "BV" 1989 "Drama" "PG" NA 8 128 "ss" 0 0 0 54 74 NA 210.16 NA NA 32 56 63 80 0 5 "Drama"
"506" 114.35 "Fox" 2015 "Comedy" "PG-13" NA 7.1 96 "hs" 0 0 0 40 68 NA 114.35 NA NA 7 10 16 50 NA NA "Comedy"
"507" 105.89 "Uni." 2015 "Comedy" "R" 3715 7 120 "ss" 0 0 0 123 49 1.58 105.89 67.08 30.03 2 9 4 15 2 4 "Comedy"
"508" 8.05 "BV" 1999 "Comedy" "R" NA 8.2 95 "ss" 0 0 0 172 76 0.43 8.05 18.84 NA 73 33 11 4 2 2 "Comedy"
"509" 77.36 "Uni." 2005 "Animation" "PG" NA 6.7 119 "ss" 0 0 0 NA NA NA 77.36 NA NA NA NA 4 15 5 16 "Animation"
"510" 178.7 "Sony" 2012 "Comedy" "R" 3203 6.4 113 "ns" 0 0 0 NA NA 3.27 178.7 54.65 NA 1 4 50 68 4 6 "Comedy"
"511" 253.46 "Par." 1999 "Comedy" "PG-13" 3254 5.8 93 "ss" 0 0 0 NA NA 4.33 253.46 58.57 NA 3 2 40 49 6 33 "Comedy"
"512" 96.21 "Fox" 2008 "Sci-Fi" "PG-13" 3560 5.5 110 "hs" 0 0 0 NA NA 0.99 96.21 96.94 36.96 1 1 11 20 15 25 "Sci-Fi"
"513" 112.45 "Sony" 2011 "Thriller" "R" 2950 2.6 160 "hs" 0 0 0 176 75 1.14 112.45 98.74 14.04 NA NA NA NA NA NA "Thriller"
"514" 148.64 "WB" 2012 "Drama / Thriller" "R" 3247 7.8 120 "ns" 0 0 0 86 83 3.06 148.64 48.64 NA 67 95 67 95 45 75 "Drama"
"515" 154.91 "Mira." 1996 "Romance" "R" NA 7.4 162 "ns" 0 0 0 76 73 2.91 154.91 53.14 NA 31 52 32 90 26 43 "Romance"
"516" 292.66 "BV" 1992 "Comedy" "PG" NA 6.2 100 "ss" 0 0 0 NA NA NA 292.66 NA NA 9 21 50 72 44 91 "Comedy"
"517" 150.92 "Uni." 2003 "Comedy" "R" NA 6.3 102 "ss" 0 0 0 NA NA 1.9 150.92 79.35 NA 1 2 4 15 5 8 "Comedy"
"518" 181.46 "FoxS" 2007 "Comedy / Drama" "PG-13" NA 7.5 91 "hs" 0 0 0 206 83 19.13 181.46 9.48 NA 63 64 42 58 7 23 "Comedy"
"519" 103.15 "WB" 2005 "Horror" "R" 3006 6.9 121 "ns" 0 0 0 NA NA 0.76 103.15 135.73 NA 3 5 11 20 15 30 "Horror"
"520" 157.88 "WB" 2008 "Action Comedy" "PG-13" 3915 6.5 110 "ss" 0 0 0 NA NA 1.63 157.88 96.94 46.89 0 1 32 115 65 95 "Action"
"521" 177.94 "WB" 1996 "Family Comedy" "PG" NA 6.3 88 "ns" 0 0 0 50 24 NA 177.94 NA NA 4 12 17 33 0 6 "Family"
"522" 170.79 "Fox" 2013 "Comedy" "R" 3184 6.6 117 "ss" 0 0 0 NA NA 3.71 170.79 46.01 41.84 7 10 72 102 19 61 "Comedy"
"523" 42.11 "Uni." 2007 "Comedy" "G" NA 6.3 90 "ss" 0 0 0 NA NA NA 42.11 NA NA 0 3 7 14 2 3 "Comedy"
"524" 106.85 "Mira." 1998 "Foreign" "PG-13" NA 8.6 116 "ns" 0 0 0 86 69 NA 106.85 NA NA 52 37 52 37 2 6 "Foreign"
"525" 146.43 "Sony" 2007 "Action Horror" "PG-13" 3620 5.2 110 "ns" 0 0 0 NA NA 1.05 146.43 139.1 57.41 NA NA NA NA NA NA "Action"
"526" 322.8 "WB" 1989 "Action Comedy" "R" 1830 7.2 113 "ss" 0 0 1 NA NA NA 322.8 NA NA 9 7 32 30 22 41 "Action"
"527" 108.39 "Sony" 2011 "AA" "PG-13" 3584 5.9 108 "ns" 0 0 0 NA NA 0.82 108.39 131.65 NA 26 30 11 26 5 13 "AA"
"528" 266.25 "TriS" 1993 "Romantic Comedy" "PG" 1657 6.8 105 "ss" 0 0 0 46 60 6.03 266.25 44.13 NA 7 18 76 115 2 3 "Romantic"
"529" 97.01 "Wein." 2014 "Drama" "PG-13" NA 8.1 114 "hs" 0 0 0 235 79 NA 97.01 NA NA 32 18 30 81 26 87 "Drama"
"530" 91.61 "Rela." 2011 "Fantasy Drama" "R" 3120 6.1 110 "ns" 0 0 0 NA NA 1.11 91.61 82.28 35.33 4 3 1 5 38 33 "Fantasy"
"531" 168.2 "Fox" 2009 "Action" "PG-13" 3184 7.9 93 "ns" 0 0 0 58 80 5.8 168.2 29 28.65 NA NA 15 35 1 5 "Action"
"532" 97.92 "Fox" 2010 "Fantasy" "PG" 3396 5.9 120 "ns" 0 0 1 NA NA 0.93 97.92 104.75 34.4 6 18 7 21 1 3 "Fantasy"
"533" 59.61 "Par." 2013 "Action Comedy" "R" 3375 6.1 88 "ns" 0 0 1 NA NA 1.11 59.61 53.51 21.08 5 2 30 53 1 7 "Action"
"534" 262.33 "Mira." 1997 "Drama" "R" NA 8.3 126 "hs" 0 0 0 70 86 NA 262.33 NA NA 36 55 34 122 63 80 "Drama"
"535" 106.96 "Sony" 2010 "Comedy / Drama" "PG-13" 2921 7.7 120 "ns" 0 0 0 288 85 2.42 106.96 44.11 24.7 57 101 20 54 23 62 "Comedy"
"536" 172.39 "DW" 2000 "Animation" "G" 2953 7 84 "ss" 0 0 0 170 86 2.37 172.39 72.63 NA 15 22 NA NA NA NA "Animation"
"537" 191.63 "BV" 1997 "Action" "PG" NA 6.8 115 "ss" 0 0 0 63 42 NA 191.63 NA NA 4 9 7 8 0 5 "Action"
"538" 219.17 "WB" 1994 "Period Horror" "R" 2941 7.6 123 "ns" 0 0 0 51 49 1.4 219.17 156.1 50.16 39 47 64 136 8 10 "Period"
"539" 121.75 "BV" 2005 "Thriller" "R" NA 6.2 93 "ns" 0 0 0 NA NA 1.5 121.75 81.44 NA 3 3 54 43 14 33 "Thriller"
"540" 118.38 "WB" 2008 "Comedy" "PG-13" 3424 6.8 104 "hs" 0 0 0 NA NA NA 118.38 NA 29.81 2 3 45 88 6 32 "Comedy"
"541" 98.18 "Uni." 2014 "Thriller" "PG-13" 3434 7 110 "ns" 0 0 0 NA NA 1.32 98.18 74.54 19.49 0 1 15 35 107 148 "Thriller"
"542" 286.42 "BV" 1989 "Family Adventure" "PG-13" 3183 6.3 101 "ss" 0 0 0 NA NA 2.61 286.42 109.57 NA 2 6 3 4 2 4 "Family"
"543" 167 "Lions" 2004 "Documentary" "PG" NA 7.5 116 "ss" 0 0 0 229 72 NA 167 NA NA 45 28 67 95 10 15 "Documentary"
"544" 97.18 "Fox" 2008 "Fantasy" "R" NA 6.1 90 "ns" 0 0 0 NA NA 13.37 97.18 7.27 NA 2 6 9 19 17 19 "Fantasy"
"545" 194.89 "WB" 1999 "Western Comedy" "PG-13" 3430 4.8 107 "ss" 0 0 0 NA NA 1.34 194.89 145.57 46.93 7 7 56 106 8 30 "Western"
"546" 177.5 "WB" 1990 "Thriller" "PG-13" 3342 6.9 127 "ss" 0 0 0 49 75 0.51 177.5 349.65 NA 11 11 32 36 5 14 "Thriller"
"547" 158.71 "Dim." 2003 "Horror Comedy" "R" NA 5.4 90 "ns" 0 0 1 NA NA NA 158.71 NA NA 0 11 2 5 3 8 "Horror"
"548" 250.18 "NL" 2003 "Comedy" "PG-13" 3505 6.9 95 "ns" 0 0 0 82 73 3.61 250.18 69.25 69.4 3 8 9 61 6 18 "Comedy"
"549" 127.92 "WB" 2011 "AA" "PG" 3381 5.6 105 "ss" 1 1 0 NA NA 3.53 127.92 36.2 34.12 2 10 8 32 7 16 "AA"
"550" 109.14 "DW" 2004 "Comedy / Drama" "PG-13" 3816 7.3 128 "ss" 0 0 0 NA NA 0.39 109.14 280.19 74.53 175 168 76 115 18 32 "Comedy"
"551" 97.3 "Fox" 2008 "Comedy" "PG-13" 2914 6.1 99 "ns" 0 0 0 NA NA 1.34 97.3 72.7 NA 1 2 28 82 18 40 "Comedy"
"552" 130.73 "Uni." 2009 "Romantic Comedy" "PG-13" 3255 6.6 118 "hs" 0 0 0 NA NA 3.22 130.73 40.6 23.43 6 5 163 321 22 39 "Romantic"
"553" 188.16 "Uni." 2007 "Romantic Comedy" "R" 2955 7 129 "ss" 0 0 0 238 79 1.75 188.16 107.49 27.95 15 28 11 26 9 28 "Romantic"
"554" 114.61 "Sony" 2013 "Drama" "R" NA 7.9 134 "ns" 0 0 0 239 82 3.57 114.61 32.1 NA 34 62 76 115 16 52 "Drama"
"555" 188.1 "DW" 1998 "Animation" "PG-13" 3143 7 99 "hs" 0 0 0 85 67 1.84 188.1 102.03 47.67 3 7 5 13 32 90 "Animation"
"556" 87.55 "Par." 2012 "Crime Drama" "PG" NA 7 130 "hs" 0 0 0 NA NA 1.14 87.55 76.51 NA 8 3 39 76 28 50 "Crime"
"557" 141.5 "DW" 2004 "Crime" "PG-13" 3352 7.6 125 "ss" 0 0 0 228 75 1.68 141.5 84.06 21.29 15 36 39 76 45 74 "Crime"
"558" 59.95 "Uni." 2014 "Action Horror" "R" 3205 6.3 92 "ns" 0 0 0 NA NA 0.87 59.95 69.22 26.3 0 1 0 3 2 4 "Action"
"559" 140.8 "WB" 2004 "Sports Drama" "PG-13" 2900 8.1 137 "hs" 0 0 0 253 80 1.44 140.8 98.07 NA 143 148 143 148 55 41 "Sports"
"560" 84.11 "Uni." 2015 "Comedy" "PG-13" NA 6.4 115 "ss" 0 0 1 NA NA 2.72 84.11 30.96 NA 15 46 20 60 15 46 "Comedy"
"561" 186.18 "BV" 2011 "Drama" "R" 3448 8.1 137 "ss" 0 0 0 NA NA 2.5 186.18 74.6 NA 11 16 36 76 44 69 "Drama"
"562" 236.87 "Uni." 1988 "Comedy" "PG-13" NA 6 105 "hs" 0 0 0 142 76 4.48 236.87 52.92 NA 8 11 23 31 11 39 "Comedy"
"563" 121.84 "WB (NL)" 2010 "Romantic Comedy" "PG" 1659 5.8 117 "ns" 0 0 0 NA NA 7.37 121.84 16.54 NA 13 14 14 37 31 83 "Romantic"
"564" 110.04 "Sony" 2011 "Comedy" "PG-13" 3665 5.7 89 "ss" 0 0 0 NA NA 1.93 110.04 57.05 61.77 1 5 28 82 3 6 "Comedy"
"565" 254.34 "Par." 1994 "Action Thriller" "R" NA 6.9 141 "ss" 0 0 0 NA NA 6.11 254.34 41.63 NA 23 10 32 36 28 36 "Action"
"566" 1827 "Dis." 1961 "Animation" "PG-13" NA 7.2 79 "ns" 0 0 0 NA NA 2.34 1827 781.74 NA 3 6 4 3 0 1 "Animation"
"567" 172.95 "Col." 1992 "Period Horror" "G" NA 7.5 127 "ns" 0 0 0 48 67 NA 172.95 NA NA 49 47 24 44 17 37 "Period"
"568" 71.42 "Sony" 2015 "Family Comedy" "R" NA 5.9 86 "hs" 0 0 0 NA NA 1.73 71.42 41.28 NA 2 10 4 5 3 4 "Family"
"569" 136.55 "Fox" 2000 "Action" "PG-13" NA 4.2 124 "hs" 0 0 1 NA NA 1.13 136.55 121.06 NA 0 1 2 22 2 7 "Action"
"570" 246.54 "Col." 1989 "Horror Comedy" "PG" 2410 6.5 102 "ss" 0 0 0 NA NA NA 246.54 NA NA 8 11 49 63 3 14 "Horror"
"571" 182.88 "Sony" 2000 "War" "R" 3061 7.1 164 "ss" 0 0 0 134 49 1.03 182.88 177.55 NA 13 14 32 30 74 53 "War"
"572" 69.69 "BV" 2010 "Fantasy" "PG" 3504 6.1 111 "ss" 0 0 0 NA NA 0.42 69.69 165.4 19.41 0 2 40 60 5 10 "Fantasy"
"573" 113 "Sony" 2011 "Romantic Comedy" "PG-13" 3548 6.4 110 "ns" 0 0 0 NA NA 1.29 113 87.77 33.46 1 4 50 68 33 73 "Romantic"
"574" 112.64 "Uni." 2009 "Crime Drama" "R" 3336 7 143 "ss" 0 0 0 NA NA 0.97 112.64 116 29.35 15 36 15 31 1 0 "Crime"
"575" 182.24 "Uni." 2002 "Action Thriller" "PG-13" 2663 7.9 118 "ss" 0 0 0 185 72 2.03 182.24 89.85 NA 2 6 34 122 8 7 "Action"
"576" 172.75 "WB" 1994 "Drama / Thriller" "R" NA 6 129 "hs" 0 0 0 58 47 1.51 172.75 114.47 NA 29 37 58 36 12 28 "Drama"
"577" 142.4 "Vest" 1987 "Romance" "PG-13" NA 6.9 105 "ss" 0 0 0 NA NA 10.67 142.4 13.35 NA 9 21 0 3 5 7 "Romance"
"578" 224.58 "Mira." 1994 "Crime" "R" NA 8.9 154 "ns" 0 0 0 77 83 13.49 224.58 16.65 NA 120 163 16 19 NA NA "Crime"
"579" 143.74 "Mira." 2004 "Period Drama" "PG-13" NA 7.5 168 "hs" 0 0 0 213 76 0.93 143.74 154.11 NA 135 185 85 195 144 177 "Period"
"580" 206.77 "SPC" 2000 "Foreign / Action" "PG-13" NA 7.9 120 "hs" 0 0 0 151 86 7.54 206.77 27.44 NA 96 90 9 26 6 18 "Foreign"
"581" 136.3 "BV" 2014 "Musical" "PG" 2833 6 124 "hs" 0 0 0 NA NA 2.56 136.3 53.24 33.12 14 21 13 57 4 17 "Musical"
"582" 133.41 "BV" 2008 "Family Adventure" "PG" 3684 6.1 95 "hs" 0 0 0 NA NA 1.38 133.41 96.94 33.32 1 3 50 68 5 19 "Family"
"583" 172.39 "WB" 2000 "Action Comedy" "PG-13" NA 6.1 109 "hs" 0 0 0 NA NA 2.37 172.39 72.63 NA 1 3 72 102 37 60 "Action"
"584" 150.19 "Fox" 1999 "Romantic Thriller" "PG-13" NA 6.2 113 "ns" 0 0 0 NA NA 1.33 150.19 113.03 NA 5 1 37 27 18 32 "Romantic"
"585" 216.8 "WB" 1995 "Comedy" "PG-13" NA 6.3 94 "ns" 0 0 1 NA NA NA 216.8 NA NA 1 3 45 88 NA NA "Comedy"
"586" 135.48 "Fox" 2003 "War" "PG-13" 3101 7.4 138 "ns" 0 0 1 210 74 0.63 135.48 216.42 36.21 32 56 36 66 6 18 "War"
"587" 114.57 "Uni." 1999 "Action Horror" "R" NA 5.7 121 "hs" 0 0 0 NA NA 0.67 114.57 171.26 NA 1 7 23 31 6 16 "Action"
"588" 91.72 "Sony" 2011 "Sci-Fi Action" "PG-13" 3417 5.8 116 "ns" 0 0 1 NA NA 1.19 91.72 76.8 NA 2 2 7 18 0 2 "Sci-Fi"
"589" 91.37 "Sony" 2014 "War" "R" 3313 NA 134 "ns" 0 0 0 343 86 1.26 91.37 72.41 25.24 NA NA NA NA NA NA "War"
"590" 110.82 "WB" 2010 "Comedy" "R" 3365 6.6 95 "ns" 0 0 0 NA NA 1.55 110.82 71.67 36.06 5 4 33 91 18 26 "Comedy"
"591" 64.33 "Fox" 2005 "Historical Epic" "R" 3219 7.2 145 "ns" 0 0 0 NA NA 0.36 64.33 176.44 26.6 31 87 NA NA NA NA "Historical"
"592" 244.35 "BV" 1989 "Animation" "G" NA 7.6 83 "ns" 0 0 0 66 81 NA 244.35 NA NA 7 8 3 9 0 3 "Animation"
"593" 60.1 "Fox" 2008 "Period Adventure" "PG-13" 2721 6.6 165 "hs" 0 0 0 NA NA 0.38 60.1 157.52 17.93 33 49 1 3 NA NA "Period"
"594" 134.1 "TriS" 2009 "Sci-Fi" "R" 3180 8 113 "ss" 0 0 0 291 79 3.85 134.1 34.8 43.38 11 32 0 11 NA NA "Sci-Fi"
"595" 151.2 "Par." 1995 "Historical Epic" "R" 2037 8.4 177 "ss" 0 0 0 65 66 1.05 151.2 144 19.8 32 30 NA NA NA NA "Historical"
"596" 243.67 "MGM" 1979 "Action" "PG" NA 6.3 126 "ss" 0 0 0 NA NA NA 243.67 NA NA 8 17 NA NA NA NA "Action"
"597" 148.33 "Mira." 2001 "Period Horror" "PG-13" NA 7.6 101 "ss" 0 0 0 148 72 5.68 148.33 26.13 NA 53 36 65 148 7 11 "Period"
"598" 128.91 "WB (NL)" 2011 "Comedy" "R" 3134 6.9 100 "ss" 0 0 0 NA NA 3.36 128.91 38.4 31.05 NA NA NA NA NA NA "Comedy"
"599" 139.41 "Uni." 2002 "Thriller" "R" 3363 7.2 126 "ns" 0 0 0 NA NA 1.19 139.41 116.8 NA 3 4 47 54 46 79 "Thriller"
"600" 166.15 "Par." 2004 "Family Adventure" "PG" 3623 6.8 113 "hs" 0 0 0 NA NA 0.85 166.15 196.14 42.17 0 4 45 88 1 4 "Family"
"601" 96.39 "BV" 2015 "Sci-Fi" "PG" 3972 6.5 130 "ss" 0 0 0 NA NA 0.49 96.39 196.09 34.06 30 25 87 193 18 42 "Sci-Fi"
"602" 138.15 "Uni." 2012 "Action Thriller" "R" 3121 6.8 117 "ns" 0 0 0 NA NA 1.49 138.15 92.9 NA 3 3 68 103 8 32 "Action"
"603" 168.66 "Sony" 2003 "Action Thriller" "PG-13" 3220 6 111 "ss" 0 0 0 NA NA 1.46 168.66 115.42 53.53 0 10 31 76 12 37 "Action"
"604" 200.31 "USA" 2000 "Crime Drama" "R" NA 7.6 147 "hs" 0 0 0 155 81 NA 200.31 NA NA 29 74 45 66 4 7 "Crime"
"605" 222.11 "Uni." 2001 "Action" "PG-13" 2899 6.7 106 "ss" 0 0 0 NA NA 3.8 222.11 58.41 NA 3 1 7 11 7 26 "Action"
"606" 114.1 "Par." 2011 "Horror" "R" 3329 5.8 81 "ns" 0 0 1 NA NA 20.8 114.1 5.49 57.71 1 3 NA NA NA NA "Horror"
"607" 162.65 "TriS" 1993 "Drama" "PG-13" NA 7.7 125 "hs" 0 0 0 50 66 2.98 162.65 54.64 NA 26 28 76 115 68 103 "Drama"
"608" 41.85 "LGF" 2014 "Action" "PG-13" 3221 6.1 103 "ss" 0 0 1 NA NA NA 41.85 NA 16.93 1 3 55 58 1 2 "Action"
"609" 173.14 "Par." 1999 "Period Horror" "R" 3069 7.4 105 "ns" 0 0 0 126 55 1.01 173.14 171.26 NA 20 58 65 115 18 33 "Period"
"610" 1028.05 "Dis." 1967 "Animation" "G" NA 7.6 78 "ns" 0 0 0 NA NA NA 1028.05 NA NA 5 1 0 3 2 4 "Animation"
"611" 145.48 "WB" 1991 "Drama / Thriller" "R" 1395 8 206 "hs" 0 0 0 60 74 NA 145.48 NA NA 51 49 10 5 NA NA "Drama"
"612" 78.23 "Sony" 2013 "Action Drama" "PG-13" 3222 6.4 137 "ss" 0 0 0 NA NA 0.49 78.23 160.52 26.65 13 14 19 53 45 74 "Action"
"613" 103.12 "Sony" 2009 "Romantic Comedy" "R" 2975 6.5 96 "ss" 0 0 0 NA NA 2.34 103.12 44.08 32.02 4 0 9 28 2 12 "Romantic"
"614" 83.95 "Sony" 2006 "Romantic Comedy" "PG-13" 2698 6.9 136 "hs" 0 0 0 46 51 0.74 83.95 112.9 17 6 5 28 82 80 144 "Romantic"
"615" 157.66 "Uni." 2006 "Romantic Comedy" "PG-13" 3146 5.8 106 "ss" 0 0 0 NA NA 2.28 157.66 69.07 52.07 2 3 7 12 33 73 "Romantic"
"616" 88.87 "Sony" 2010 "Drama" "PG-13" 3108 5.7 133 "ss" 0 0 0 NA NA 1.34 88.87 66.16 25.47 12 43 51 86 NA NA "Drama"
"617" 72.71 "BV" 2004 "Period Adventure" "PG-13" 3086 6.3 130 "ss" 0 0 0 NA NA 0.43 72.71 168.12 21.29 3 5 19 33 2 4 "Period"
"618" 44.89 "Uni." 2015 "Thriller" "PG-13" NA NA 121 "ns" 0 0 0 NA NA 0.79 44.89 56.76 NA NA NA NA NA NA NA "Thriller"
"619" 154.63 "Par." 2001 "Thriller" "R" 2842 6.9 135 "hs" 0 0 0 NA NA 1.48 154.63 104.52 NA 20 42 39 76 49 92 "Thriller"
"620" 46.43 "BV" 2014 "Action" "PG-13" 3115 6.5 130 "ns" 0 0 0 NA NA 0.66 46.43 70.28 18.95 1 0 18 14 1 9 "Action"
"621" 150.35 "NL" 2007 "Musical" "PG" 3121 6.8 107 "ss" 0 0 0 211 80 NA 150.35 NA 34.77 1 3 40 49 23 36 "Musical"
"622" 250.43 "Uni." 1998 "Comedy / Drama" "PG-13" 2909 6.7 115 "hs" 0 0 0 NA NA 1.5 250.43 166.95 NA 1 0 63 80 NA NA "Comedy"
"623" 149.71 "Sony" 2005 "Crime Comedy" "PG-13" 3239 6.1 90 "hs" 0 0 0 NA NA 1.1 149.71 135.73 19.54 7 5 45 88 NA NA "Crime"
"624" 278.28 "NL" 1990 "Family Adventure" "PG" NA 5.9 93 "ns" 0 0 0 50 29 10.02 278.28 27.77 NA 2 2 6 18 5 20 "Family"
"625" 188.19 "Uni." 1990 "Comedy" "PG-13" 1937 6 111 "hs" 0 0 0 NA NA 6.1 188.19 30.85 NA 8 11 23 31 2 6 "Comedy"
"626" 17.52 "BV" 2009 "Animation" "G" NA 7.7 100 "ss" 0 0 0 159 81 NA 17.52 NA NA 73 33 1 1 2 0 "Animation"
"627" 166.36 "Uni." 2015 "Drama" "R" NA 8 147 "ss" 0 0 0 200 77 5.76 166.36 28.9 NA 7 7 4 3 2 3 "Drama"
"628" 151.27 "Sony" 2012 "Action Comedy" "R" 3148 7.2 109 "ns" 0 0 0 209 74 3.3 151.27 45.9 39.67 11 12 5 56 19 53 "Action"
"629" 110.49 "WB" 2010 "Family Comedy" "PG" 3515 4.6 82 "hs" 0 0 0 NA NA 1.25 110.49 88.21 18.08 1 11 3 14 31 69 "Family"
"630" 105.63 "Fox" 2004 "Family Comedy" "PG" 3150 4.9 85 "ss" 0 0 1 NA NA 1.51 105.63 70.05 30.4 2 0 4 6 9 25 "Family"
"631" 143.57 "WB" 2001 "Family Adventure" "PG" NA 5.2 87 "ss" 0 0 0 NA NA 1.56 143.57 92.23 NA 1 1 9 24 1 16 "Family"
"632" 250.92 "Par." 1990 "Action Thriller" "PG" NA 7.6 134 "ns" 0 0 0 66 75 4.07 250.92 61.7 NA 4 5 37 27 40 87 "Action"
"633" 100.69 "UA" 2008 "Thriller" "PG-13" 2838 7.1 120 "hs" 0 0 0 NA NA 1.11 100.69 90.88 25.45 14 20 39 76 29 60 "Thriller"
